name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"jamestown, VA",2020-04-23,64.4,48.5,58,64.4,48.5,58,49.5,73.73,0,,0,,0,0,24.2,10,185,1014.9,34.3,9.8,129.2,6.5,3,,2020-04-23T06:21:18,2020-04-23T19:49:49,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-24,76.7,55.4,65.9,76.7,55.4,65.9,61,85.1,0.2,,54.17,,0,0,20.8,16.4,202,1004.7,36.9,9.4,323.9,16.3,7,,2020-04-24T06:20:03,2020-04-24T19:50:43,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-25,64.1,53.5,55.6,64.1,53.5,55.6,51.2,85.92,0.11,,25,,0,0,20.8,9.3,22.1,1015.1,77.5,8.5,260.1,13.1,9,,2020-04-25T06:18:49,2020-04-25T19:51:37,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-26,69.8,53.6,61,69.8,53.6,61,57.3,88.84,0.63,,20.83,,0,0,21.9,13.2,142.8,1007.5,63,8.7,286.4,14.4,6,,2020-04-26T06:17:36,2020-04-26T19:52:31,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-27,60.5,46.4,54.4,60.5,42.9,53.8,45.7,74.37,0.02,,8.33,,0,0,24.4,17.1,308.3,1013.9,37.2,9.4,184.5,9.3,5,,2020-04-27T06:16:24,2020-04-27T19:53:24,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-28,69.4,42.7,55.2,69.4,42.7,55.2,46.4,75.09,0,,0,,0,0,,10.2,55.7,1021,17.8,9.9,353.3,17.8,8,,2020-04-28T06:15:12,2020-04-28T19:54:18,0.13,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-29,82,57.2,69.8,81.8,57.2,69.7,55.9,63.25,0,,0,,0,0,25.9,17.3,164.1,1016.5,13.8,9.9,441.4,22.2,8,,2020-04-29T06:14:02,2020-04-29T19:55:12,0.18,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-04-30,71.6,59,65,71.6,59,65,58.4,80.59,1.43,,37.5,,0,0,32.9,22.8,150.1,1009.1,35.5,8.4,102.3,5.2,4,,2020-04-30T06:12:53,2020-04-30T19:56:06,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-01,69.5,57.2,61.1,69.5,57.2,61.1,53.2,77.47,0.08,,8.33,,0,0,23.2,13.2,291.1,1007.8,57.3,9.6,273.9,13.8,6,,2020-05-01T06:11:45,2020-05-01T19:56:59,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-02,72.9,51.9,61.3,72.9,51.9,61.3,47,62.03,0,,0,,0,0,18.3,9,256.5,1017.7,0,9.9,474.5,25.6,10,,2020-05-02T06:10:39,2020-05-02T19:57:53,0.34,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-03,89.1,60.7,73.7,89.2,60.7,73.6,56.8,57.47,0,,0,,0,0,19.7,9.9,284.7,1011.2,7,9.9,456.7,24.7,9,,2020-05-03T06:09:33,2020-05-03T19:58:46,0.39,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-04,81.8,62.9,73.3,80,62.9,73,51.1,50.18,0,,0,,0,0,27.3,19.3,224.8,1008.2,8,9.9,484.1,26.1,10,,2020-05-04T06:08:29,2020-05-04T19:59:40,0.44,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-05,62.3,52.1,57.1,62.3,52.1,57.1,46.1,67.73,0.03,,8.33,,0,0,,3.9,31.5,1013.4,20.7,9.9,216.5,12.5,5,,2020-05-05T06:07:26,2020-05-05T20:00:33,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KLFI,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-06,66.1,51.7,56.9,66.1,51.7,56.9,50.4,80.3,0.21,,37.5,,0,0,21.9,11.7,124.4,1007.9,62.7,9.4,276.1,14.9,9,,2020-05-06T06:06:24,2020-05-06T20:01:26,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-07,67.7,46.6,56.8,67.7,43.5,55.9,38.2,53.44,0,,0,,0,0,21.9,16.4,323.8,1012.3,19.5,9.9,289.6,9.4,10,,2020-05-07T06:05:23,2020-05-07T20:02:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-08,72.9,51.5,60.4,72.9,51.5,60.4,43.2,55.55,0.03,,12.5,,0,0,31.5,20,254,1010.4,31,9.9,114.6,4.1,3,,2020-05-08T06:04:24,2020-05-08T20:03:12,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-09,60.4,39.4,49.2,60.4,32.8,46.6,29.2,48.27,0.04,,12.5,,0,0,31.8,16.7,297.8,1016.8,23.1,9.8,494.5,26.7,10,,2020-05-09T06:03:26,2020-05-09T20:04:04,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-10,69.5,35.7,53.8,69.5,35.7,53.8,34.5,53.17,0,,0,,0,0,19.7,11,176.6,1022.3,0.1,9.9,501.1,27.1,10,,2020-05-10T06:02:30,2020-05-10T20:04:56,0.56,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-05-11,69.5,53.8,61.2,69.5,53.8,61.2,42.5,52.74,0,,0,,0,0,24.2,15.1,275.5,1014.3,40.6,9.9,403.1,21.8,10,,2020-05-11T06:01:35,2020-05-11T20:05:48,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
