name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jamestown,2017-07-02,75.3,60.8,67.9,75.3,60.8,67.9,55.8,67.17,0,,0,,0,0,27.6,21.8,244.8,1015.5,15.7,9.8,,,,,2017-07-02T05:45:34,2017-07-02T20:56:22,0.32,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-03,71.7,60.9,67.2,71.7,60.9,67.2,54.6,64.82,0,,0,,0,0,19.7,12.6,291.4,1017.5,41.2,9.9,,,,,2017-07-03T05:46:07,2017-07-03T20:56:10,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-04,73.5,51.9,65.1,73.5,51.9,65.1,52.9,66.28,0,,0,,0,0,,10.2,164.8,1019.9,21,9.5,,,,,2017-07-04T05:46:42,2017-07-04T20:55:55,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-05,80.6,60.7,70.2,81.5,60.7,70.3,55.8,60.78,0,,0,,0,0,,10.3,130.5,1020.2,33.7,9.9,,,,,2017-07-05T05:47:19,2017-07-05T20:55:38,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-06,78.8,64.5,71.3,78.8,64.5,71.3,62.5,74.71,0,,0,,0,0,,10.2,196.3,1016.1,58.1,9.6,,,,,2017-07-06T05:47:57,2017-07-06T20:55:19,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-07,75.2,62.7,68.7,75.2,62.7,68.7,61.7,79.3,0,,12.5,,0,0,23,12.7,247.3,1009.9,53.3,8.7,,,,,2017-07-07T05:48:36,2017-07-07T20:54:58,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-08,71.7,60.9,65.8,71.7,60.9,65.8,56.8,73.75,0.61,,25,,0,0,26.4,15,271.7,1010.1,61.3,9.6,,,,,2017-07-08T05:49:17,2017-07-08T20:54:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-09,73.4,51.8,63.5,73.4,51.8,63.5,50.1,63.03,0,,0,,0,0,27.7,13.7,239.8,1016.6,18.9,9.9,,,,,2017-07-09T05:49:59,2017-07-09T20:54:09,0.5,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-10,73.5,55.6,64.4,73.5,55.6,64.4,56,74.83,0.15,,29.17,,0,0,18.3,12.6,209.9,1014.9,30.9,9.3,,,,,2017-07-10T05:50:42,2017-07-10T20:53:42,0.51,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72526604751,KBFD,74498914747,99425099999,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-07-11,78.7,62.6,69.1,78.7,62.6,69.1,63.8,84.06,0,,8.33,,0,0,,9,227.9,1013.4,81.4,7.4,,,,,2017-07-11T05:51:26,2017-07-11T20:53:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-12,78.8,66.3,71.7,78.8,66.3,71.7,66,82.65,0.18,,45.83,,0,0,20.8,11.4,226.2,1015.2,74.1,9.3,,,,,2017-07-12T05:52:12,2017-07-12T20:52:40,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-13,77,69.8,71.7,77,69.8,71.8,66.8,84.56,0.29,,37.5,,0,0,21.9,13.8,209.5,1015.2,73.9,9.2,,,,,2017-07-13T05:52:59,2017-07-13T20:52:07,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-07-14,77,64.5,71.8,77,64.5,71.8,63.7,76.57,0,,8.33,,0,0,24.1,13.9,255.7,1015,64.6,7.8,,,,,2017-07-14T05:53:47,2017-07-14T20:51:31,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-15,69.9,59.1,64.4,69.9,59.1,64.4,56.5,76.18,0,,0,,0,0,18.3,12.6,297.1,1016.7,47.9,9.9,,,,,2017-07-15T05:54:35,2017-07-15T20:50:53,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-16,77,55.5,65.9,77,55.5,65.9,56.9,74.42,0,,0,,0,0,,11.4,237.3,1015.3,45.8,7.4,,,,,2017-07-16T05:55:25,2017-07-16T20:50:14,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-17,73.5,62.6,68,73.5,62.6,68,56.9,68.79,0,,4.17,,0,0,20.8,16,233.6,1016.1,52.2,9.7,,,,,2017-07-17T05:56:16,2017-07-17T20:49:32,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-18,77.1,53.8,66.6,77.1,53.8,66.6,56.1,71.18,0,,0,,0,0,19.7,12.6,254.1,1019.1,25.5,8,,,,,2017-07-18T05:57:08,2017-07-18T20:48:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,99425099999,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-07-19,82.4,59,71.5,84.7,59,72,59.9,67.95,0,,0,,0,0,17.3,13.8,241.9,1018,19,9.9,,,,,2017-07-19T05:58:00,2017-07-19T20:48:03,0.9,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-20,82.4,62.7,73.3,84.6,62.7,74,62.7,69.95,0,,0,,0,0,26.4,21.6,234.1,1015.2,27.4,9.9,,,,,2017-07-20T05:58:54,2017-07-20T20:47:16,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-21,80.6,64.5,72.8,82.8,64.5,73.1,63.4,73.41,0,,0,,0,0,,10.3,281.8,1014.1,18.8,9.6,,,,,2017-07-21T05:59:48,2017-07-21T20:46:26,0.98,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-22,73.5,62.6,68.3,73.5,62.6,68.3,62.1,80.94,0.08,,20.83,,0,0,,7.9,116.3,1011.3,52.3,9.6,,,,,2017-07-22T06:00:43,2017-07-22T20:45:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-23,78.8,64.5,70.6,78.8,64.5,70.6,64,80.29,0,,8.33,,0,0,26.4,14.8,215.5,1007.5,68,8.6,,,,,2017-07-23T06:01:39,2017-07-23T20:44:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-24,69.9,59.1,65.8,69.9,59.1,65.8,59.2,79.8,0.06,,37.5,,0,0,39.1,18.3,277.1,1009.5,68.6,8.4,,,,,2017-07-24T06:02:35,2017-07-24T20:43:47,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-25,64.5,57.2,59.9,64.5,57.2,59.9,53.4,79.71,0.01,,33.33,,0,0,20.8,14.9,229.5,1020.8,76.9,8.9,,,,,2017-07-25T06:03:32,2017-07-25T20:42:51,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-26,73.4,51.7,62.9,73.4,51.7,62.9,54.7,75.66,0,,0,,0,0,17.2,10.1,165.2,1021.4,16.1,9.5,,,,,2017-07-26T06:04:29,2017-07-26T20:41:52,0.06,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-27,75.3,60.9,68,75.3,60.9,68,60.5,77.55,0,,0,,0,0,,10.1,220.4,1014.1,46.5,9.9,,,,,2017-07-27T06:05:27,2017-07-27T20:40:52,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-28,73.5,57.2,66.5,73.5,57.2,66.5,58.1,74.87,0,,0,,0,0,28.9,15,71.3,1012.5,48.5,9.9,,,,,2017-07-28T06:06:26,2017-07-28T20:39:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-29,71.7,55.4,64.4,71.7,55.4,64.4,49.4,59.28,0,,0,,0,0,25.3,18.2,98.2,1015.3,5.5,9.9,,,,,2017-07-29T06:07:25,2017-07-29T20:38:47,0.2,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-30,78.8,57.2,69.4,78.8,57.2,69.4,55.7,63.66,0,,0,,0,0,19.7,12.6,314.2,1018.9,0.4,9.9,,,,,2017-07-30T06:08:24,2017-07-30T20:37:42,0.24,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-07-31,80.6,57.2,69.8,81.1,57.2,69.8,56.3,63.62,0,,0,,0,0,19.7,13.7,307.8,1020.1,14,9.7,,,,,2017-07-31T06:09:24,2017-07-31T20:36:36,0.29,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-01,81.8,59.1,71.1,83.2,59.1,71.2,60.8,71.02,0,,0,,0,0,,10.4,268.5,1018.7,9.3,9.9,,,,,2017-08-01T06:10:24,2017-08-01T20:35:27,0.34,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-08-02,78.6,61.2,68.7,78.6,61.2,68.7,60.8,76.77,0,,8.33,,0,0,18.3,9.7,214.7,1022.4,8.6,9.5,,,,,2017-08-02T06:11:24,2017-08-02T20:34:18,0.38,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-08-03,79,60.6,69,79,60.6,69,61.9,79.84,0,,0,,0,0,19.7,9.6,179.1,1024.9,9.5,9.5,,,,,2017-08-03T06:12:25,2017-08-03T20:33:07,0.42,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-04,76.9,57.7,67,76.9,57.7,67,63.4,88.41,0.02,,41.67,,0,0,35.6,13.7,199,1021.3,26.7,9.7,,,,,2017-08-04T06:13:26,2017-08-04T20:31:54,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-05,64.4,53.6,58.6,64.4,53.6,58.6,53,82.75,0,,12.5,,0,0,27.7,16,246.8,1022.8,29.3,9.9,,,,,2017-08-05T06:14:28,2017-08-05T20:30:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-06,71.5,50.1,60.5,71.5,50.1,60.5,54,81.09,0,,0,,0,0,17.2,10.9,235.2,1025.4,22.7,7.6,,,,,2017-08-06T06:15:29,2017-08-06T20:29:24,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-07,73.7,57.1,63.7,73.7,57.1,63.7,57.6,82.02,0,,0,,0,0,18.3,12.7,208,1023.1,36,9.8,,,,,2017-08-07T06:16:31,2017-08-07T20:28:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-08,71.4,55.4,62.5,71.4,55.4,62.5,53.8,75.8,0,,0,,0,0,18.3,12.6,301.5,1020.8,19.2,8.4,,,,,2017-08-08T06:17:33,2017-08-08T20:26:49,0.51,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-09,77,52.2,64.4,77,52.2,64.4,55.6,75.47,0,,0,,0,0,17.2,9.1,224.5,1024.1,10.4,9.6,,,,,2017-08-09T06:18:35,2017-08-09T20:25:30,0.52,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-10,79,55.8,66.4,79,55.8,66.4,56,71.94,0,,0,,0,0,,12,152.2,1023.3,10.3,9.8,,,,,2017-08-10T06:19:37,2017-08-10T20:24:09,0.54,Clear,Clear conditions throughout the day.,clear-day,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-11,70.1,61.1,64.7,70.1,61.1,64.7,60.6,86.74,0.04,,8.33,,0,0,20.8,10.8,190.5,1017.9,24.1,9.9,,,,,2017-08-11T06:20:40,2017-08-11T20:22:47,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-08-12,71.9,60.7,65.8,71.9,60.7,65.8,60,83.1,0,,0,,0,0,26.4,16.1,237.1,1022.3,25.8,8,,,,,2017-08-12T06:21:42,2017-08-12T20:21:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-13,73.4,57.5,64.8,73.4,57.5,64.8,55.4,73.67,0,,0,,0,0,,9.2,311.3,1020.8,18.9,9.7,,,,,2017-08-13T06:22:45,2017-08-13T20:19:59,0.67,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-14,76.5,54.4,65.9,76.5,54.4,65.9,56.2,71.96,0,,0,,0,0,,8.6,113.3,1016.5,12.8,9.9,,,,,2017-08-14T06:23:47,2017-08-14T20:18:34,0.72,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-15,75.2,60.7,67.8,75.2,60.7,67.8,61.5,81.48,0,,0,,0,0,17.2,13.5,236,1014.3,21.1,7.6,,,,,2017-08-15T06:24:50,2017-08-15T20:17:07,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-16,75.1,57.6,66.9,75.1,57.6,66.9,57.9,75.86,0,,0,,0,0,,9.2,251.7,1018.6,15.2,8.1,,,,,2017-08-16T06:25:53,2017-08-16T20:15:40,0.84,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-17,81.9,57.1,68.6,83.6,57.1,68.8,62.7,82.92,5,,20.83,,0,0,20.8,11.5,124.7,1020.5,14.4,8,,,,,2017-08-17T06:26:56,2017-08-17T20:14:11,0.89,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-18,80.4,66.3,72.4,81.7,66.3,72.4,65.7,80.87,0.02,,4.17,,0,0,31.7,18.4,234.5,1019.4,30.6,9.4,,,,,2017-08-18T06:27:59,2017-08-18T20:12:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-19,72.3,60.7,65.9,72.3,60.7,65.9,60.4,82.98,0.11,,16.67,,0,0,26.3,15.5,255.5,1019.2,27.1,9.7,,,,,2017-08-19T06:29:01,2017-08-19T20:11:10,0.97,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-20,78.5,55.4,66.3,78.5,55.4,66.3,57.6,76.29,0,,0,,0,0,18.3,9.1,233.5,1020.2,14.7,9.6,,,,,2017-08-20T06:30:04,2017-08-20T20:09:39,0.99,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-21,80.9,62.6,71,83,62.6,71.1,62.4,75.08,0.21,,16.67,,0,0,,10.2,197.8,1020.9,14.8,9.7,,,,,2017-08-21T06:31:07,2017-08-21T20:08:06,1,Rain,Clear conditions throughout the day with morning rain.,rain,"72526604751,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-22,78.9,63,70.7,78.9,63,70.7,66.4,86.86,0.32,,37.5,,0,0,46.1,22.1,224,1012.3,24.9,9,,,,,2017-08-22T06:32:10,2017-08-22T20:06:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-23,69,57.3,62.5,69,57.3,62.5,53.3,72.98,0,,0,,0,0,25.3,16.7,279.1,1013.5,24.3,9.9,,,,,2017-08-23T06:33:13,2017-08-23T20:04:59,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-08-24,64.4,51.7,58.9,64.4,51.7,58.9,50.3,74.17,0,,8.33,,0,0,16.1,9.8,292.6,1017.6,26.1,9.9,,,,,2017-08-24T06:34:15,2017-08-24T20:03:23,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-25,64.8,53.4,58.6,64.8,53.4,58.6,50.4,75.79,0,,8.33,,0,0,,11.3,262,1023.5,28.1,9.6,,,,,2017-08-25T06:35:18,2017-08-25T20:01:48,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-26,66.6,44.5,57,66.6,43.1,57,45.9,68.72,0,,0,,0,0,,9.1,96.8,1028.6,12.6,9.2,,,,,2017-08-26T06:36:21,2017-08-26T20:00:11,0.12,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-27,71.5,52,61.5,71.5,52,61.5,50.7,68.58,0,,0,,0,0,,10.3,102.8,1027.8,25.4,9.9,,,,,2017-08-27T06:37:23,2017-08-27T19:58:34,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-28,70.1,55.4,61.8,70.1,55.4,61.8,50.6,68.09,0,,0,,0,0,26.4,16.6,158.3,1023.2,2.3,9.9,,,,,2017-08-28T06:38:26,2017-08-28T19:56:56,0.21,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,72523504720,KJHW"
Jamestown,2017-08-29,71.2,57.1,61.5,71.2,57.1,61.5,52.5,73.13,0,,0,,0,0,25.3,10.4,153.9,1021,19.6,9.9,,,,,2017-08-29T06:39:29,2017-08-29T19:55:17,0.26,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,72523504720,KJHW"
Jamestown,2017-08-30,71.3,52.3,62,71.3,52.3,62,55.1,79.86,0,,0,,0,0,,9,254.3,1017.6,26.5,8.4,,,,,2017-08-30T06:40:31,2017-08-30T19:53:38,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,KJHW"
Jamestown,2017-08-31,62.2,51.5,59.2,62.2,51.5,59.2,54.3,84.27,0.4,,29.17,,0,0,24.2,12.7,261.2,1018.5,58.6,8.1,,,,,2017-08-31T06:41:34,2017-08-31T19:51:58,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
Jamestown,2017-09-01,60.3,43.2,51.8,60.3,39.8,50.9,41.7,69.52,0,,0,,0,0,24.4,10.2,53.8,1023.6,5.8,9.9,,,,,2017-09-01T06:42:36,2017-09-01T19:50:17,0.39,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
Jamestown,2017-09-02,62.1,46.9,51.8,62.1,43.5,51,44.7,77.82,0.07,,25,,0,0,25.7,12.6,127.3,1020.2,47.6,9.9,,,,,2017-09-02T06:43:39,2017-09-02T19:48:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
Jamestown,2017-09-03,60.4,52.2,56.7,60.4,52.2,56.7,54.3,91.94,0.9,,70.83,,0,0,29.5,16.1,230.9,1014,74.5,8.2,,,,,2017-09-03T06:44:41,2017-09-03T19:46:55,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
Jamestown,2017-09-04,75.2,54.4,65.6,75.2,54.4,65.6,56.9,75.36,0,,4.17,,0,0,30,19.3,212.3,1011.2,18.3,9,,,,,2017-09-04T06:45:44,2017-09-04T19:45:13,0.48,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
Jamestown,2017-09-05,66.9,55.3,61.1,66.9,55.3,61.1,56,84.37,0.62,,58.33,,0,0,31.1,11.3,290.1,1008.3,66.2,9.2,,,,,2017-09-05T06:46:46,2017-09-05T19:43:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KERI,72526604751,KBFD,74498914747,72526014860,KDKK,KJHW"
Jamestown,2017-09-06,64.1,49,55.4,64.1,48.3,55.3,51,86.13,0,,8.33,,0,0,,11.1,223,1012.9,44.9,7.3,,,,,2017-09-06T06:47:48,2017-09-06T19:41:48,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,KDKK,KJHW"
